sample,isi,spike_num,amp,NAME,DESC,SIZE,COLOR,PIC
7.84E+05,0.0063667,2,-1691.3,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike_test.png
7.85E+05,0.0098,3,-906.74,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike_test.png
7.85E+05,0.0063,4,-361.73,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike_test.png
7.85E+05,0.0108,5,-223.95,NaN,NaN,200,0.85,http://web.media.mit.edu/~bdallen/spike_test.png
7.91E+05,0.1969,1,-1888.7,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike_test.png
7.91E+05,0.0067333,2,-1670.6,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike_test.png
7.97E+05,0.17907,-1,-1795.2,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
8.25E+05,0.96093,1,-1832.8,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike_test.png
8.26E+05,0.0098,2,-1723.1,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike_test.png
8.26E+05,0.0041333,3,-1253.3,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike_test.png
8.26E+05,0.0055333,4,-219.1,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike_test.png
8.26E+05,0.010433,5,-234.89,NaN,NaN,200,0.85,http://web.media.mit.edu/~bdallen/spike_test.png
8.38E+05,0.374,-1,-2097.4,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
8.43E+05,0.17997,-1,-1854.5,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
8.62E+05,0.6368,-1,-1987.7,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
8.65E+05,0.0869,-1,-1916.7,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
8.67E+05,0.060233,-1,-1964.8,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
8.72E+05,0.19023,-1,-1937.1,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
8.76E+05,0.13,-1,-1837,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
8.78E+05,0.065533,-1,-1823.9,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
8.80E+05,0.056733,-1,-1924.8,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
8.81E+05,0.0423,-1,-1428.6,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
8.87E+05,0.1911,-1,-1903,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
9.08E+05,0.6933,-1,-1987.2,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
9.17E+05,0.32047,-1,-1616,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
9.21E+05,0.13313,-1,-1550.3,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
9.25E+05,0.1138,-1,-1930.2,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
9.33E+05,0.26503,1,-2271.4,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike_test.png
9.33E+05,0.019433,2,-1992.6,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike_test.png
9.33E+05,0.0063,3,-1715,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike_test.png
9.34E+05,0.0088333,4,-768.64,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike_test.png
9.38E+05,0.13767,-1,-1415.5,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
9.43E+05,0.1639,-1,-1855.9,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
9.45E+05,0.0851,-1,-1478.1,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
9.47E+05,0.056767,-1,-1947.9,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
9.48E+05,0.027533,-1,-1503.1,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
9.64E+05,0.52913,-1,-1987.8,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
9.69E+05,0.16537,1,-1960.5,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike_test.png
9.69E+05,0.0068667,2,-1678.3,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike_test.png
9.69E+05,0.0041,3,-420.49,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike_test.png
9.69E+05,0.017567,4,-1343.6,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike_test.png
9.70E+05,0.0064667,5,-193.41,NaN,NaN,200,0.85,http://web.media.mit.edu/~bdallen/spike_test.png
9.70E+05,0.0207,1,-1344,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike_test.png
9.70E+05,0.006,2,-128.33,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike_test.png
9.71E+05,0.013033,3,-223.19,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike_test.png
9.76E+05,0.1685,-1,-1462.5,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
9.83E+05,0.22813,-1,-1868.5,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
9.85E+05,0.074667,-1,-1368.7,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
9.86E+05,0.0257,-1,-1511.8,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
9.96E+05,0.35433,-1,-1906.5,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
1.00E+06,0.16047,-1,-1826.8,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
1.00E+06,0.0712,-1,-1921.3,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
1.01E+06,0.076433,-1,-1690.6,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
1.01E+06,0.11357,-1,-1771.9,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
1.01E+06,0.19003,-1,-1912.2,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
1.02E+06,0.26503,-1,-1938.2,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
1.04E+06,0.5045,1,-2005.2,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike_test.png
1.04E+06,0.0175,2,-1767.2,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike_test.png
1.04E+06,0.0048667,3,-1128.3,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike_test.png
1.04E+06,0.0046333,4,-253.53,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike_test.png
1.04E+06,0.0098333,5,-111.92,NaN,NaN,200,0.85,http://web.media.mit.edu/~bdallen/spike_test.png
1.05E+06,0.2672,-1,-1469.3,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike_test.png
